Power station name,Installed capacity,Accreditation start date
Redmud Green Energy 123 - Solar - SA,4.6696,28/10/2022
Karangi WTP - Solar - NSW,0.4925,26/10/2022
King of the Hills Solar WA,2.0601,25/10/2022
Aegis Canning Vale Solar PV WA,0.1648,24/10/2022
60 Newheath Drive - Solar wSGU - QLD,0.2997,21/10/2022
Moura Solar Farm - Solar - QLD,109.9438,21/10/2022
JDJB Cobb Highway - Solar w SGU - NSW,0.1342,20/10/2022
"Golf Links Dr, Kirwan - Solar w SGU - QLD",0.2375,19/10/2022
"Gibson St, Ayr - Solar w SGU - QLD",0.3248,19/10/2022
"Fryer St, North Ward - Solar w SGU - QLD",0.1365,19/10/2022
Jamestrong Packaging Kyabram - Solar w SGU - VIC,0.3991,18/10/2022
Lithgow Hospital - Solar - NSW,0.367,18/10/2022
Emerald Hills Shopping Centre - Solar w SGU - NSW,0.3499,17/10/2022
Campsie Shopping Centre 1A - Solar w SGU - NSW,0.1513,17/10/2022
Campsie Centre System 2B - Solar w SGU - NSW,0.1505,17/10/2022
Latitude Solar Farm - PV Solar + Battery Storage - NSW,8.8084,13/10/2022
Centurion Transport - Talbot Rd - Solar - WA,0.25,12/10/2022
Cummins Scoresby - Solar - VIC,0.4005,9/10/2022
Burdell Dr Burdell  - Solar w SGU - QLD,0.3796,7/10/2022
"Dalrymple Rd, Shaw - Solar w SGU - QLD",0.2272,7/10/2022
"Ross River Rd, Mundingburra - Solar w SGU - QLD",0.1435,7/10/2022
"Camooweal Street, Mt Isa - Solar w SGU - QLD",0.189,7/10/2022
"Corcoran St, Currajong - Solar w SGU - QLD",0.1162,7/10/2022
Good Shepherd Rasmussen - Solar w SGU - QLD,0.1944,7/10/2022
"Chamberlain St, Ingham - Solar w SGU - QLD",0.2016,7/10/2022
Gartrell Dr Annandale - Solar w SGU - QLD,0.6666,6/10/2022
St Anthony's Padua - Solar w SGU - QLD,0.3204,6/10/2022
"16 Veales Rd, Deeragun - Solar w SGU - QLD",0.4783,6/10/2022
Canterbury Rd Kirwan  - Solar w SGU - QLD,0.823,6/10/2022
"Crowle St, Hyde Park - Solar w SGU - QLD",0.2822,6/10/2022
"Hatchett Street, Cranbrook-Solar w SGU-QLD",0.4579,6/10/2022
Energy Bay - Warrawong - Solar wSGU - NSW,0.4087,5/10/2022
Agile Energy - CromSWG130KW - Solar w SGU - ACT,0.1303,5/10/2022
Agile Energy-CromNTH160KW-Solar w SGU-ACT,0.1601,5/10/2022
Kaban Wind Farm - Wind Power - QLD,156.8,30/09/2022
Tregalana Solar Project SA,6.8231,30/09/2022
West Wyalong Solar Farm - Solar - NSW,107.6349,30/09/2022
Ropes Crossing Village Shopping Centre - Solar w SGU - NSW,0.1958,29/09/2022
Chadstone Carpark - Solar - VIC,1.5479,29/09/2022
Shoreline Coffs Harbour - Solar w/ SGU - NSW,0.3434,21/09/2022
Research Road Waste Water Treatment - Solar - SA,0.212,19/09/2022
Dalby Solar Farm and BESS - QLD,2.6919,19/09/2022
New England Solar Farm - NSW,522.3953,15/09/2022
Miami Aquatic Centre - Solar  - QLD,0.2565,7/09/2022
Murray Bridge 1 - Solar - SA,5.3071,1/09/2022
Crocosaurus Cove - Solar - NT,0.2184,29/08/2022
University Of Melbourne Creswick - Solar - VIC,0.1028,26/08/2022
Volvo Group - Solar - QLD,0.495,26/08/2022
Bowden Brae S3 - Solar w SGU - NSW,0.186,26/08/2022
Todae Solar Wallsend HNELHD 0.2482 MW - Solar w SGU - NSW,0.2482,25/08/2022
MBC Microgrid - Solar - NSW,0.5029,23/08/2022
Edmondson Park South CCP Solar NSW,0.6777,22/08/2022
Berrybank 2 Wind Farm - Wind - VIC,109.2,16/08/2022
Milliken Northmead - Solar w/ SGU - NSW,0.45,12/08/2022
Juicy Isle Cambridge - Solar w SGU - TAS,0.4054,5/08/2022
Cannon Hill Anglican College - Solar [w SGU] - QLD,0.1949,3/08/2022
Metcash Gepps Cross - Solar - SA,1.0004,3/08/2022
University of Melbourne B887 Melbourne Theatre Company - Solar - VIC,0.1238,2/08/2022
Waslee Downs Wind Farm - WA,2.5,29/07/2022
Oldham Road Elizabeth South - Solar w SGU - SA,0.6275,18/07/2022
Mortlake South Wind Farm - VIC,157.5,18/07/2022
"Warehouse Birralee Rd, Regency Park - Solar w SGU - SA",0.23,15/07/2022
WWHS Nhill Hospital - Solar - Vic,0.1801,11/07/2022
Splash Aqua Park - Solar - VIC,0.1992,11/07/2022
ROCKLEA PRESSED METAL - Solar wSGU - QLD,0.425,7/07/2022
Meekatharra WTP-Solar-WA,0.3024,4/07/2022
South Gippsland Water - Leongatha WWTP - Solar w SGU - VIC,0.211,4/07/2022
AusPost Melbourne West PDC - Solar - VIC,0.7504,4/07/2022
Wattle Grove Shopping Village - Solar w SGU - NSW,0.1975,1/07/2022
Westpac Lockleys - Solar - SA,1.4926,1/07/2022
Beenleigh Marketplace Solar PV QLD,0.6553,30/06/2022
UTS Building D - Solar - NSW,0.1426,30/06/2022
iQ Renew - Solar - NSW,0.2474,28/06/2022
Agile Energy - NGA - 373kW - Solar w SGU - SA,0.3727,28/06/2022
Agile Energy - Calvary Nulkaba - 259kW Solar w SGU - NSW,0.2587,28/06/2022
Poussin Poultry Pty Ltd - Solar w SGU - SA,0.2302,21/06/2022
Fernhurst Truganina - Solar - VIC,0.4432,20/06/2022
Shark Lake - Wind Solar - WA,13.0541,17/06/2022
Electrolux - Solar - VIC,0.252,17/06/2022
Dexus Hello Fresh - Solar - VIC,0.6003,13/06/2022
Health Purchasing Seymour Hospital Solar - VIC,0.149,10/06/2022
Canberra Raiders Sports Club - Solar - ACT,0.2973,6/06/2022
Bucher Municipal - Solar - VIC,0.2036,2/06/2022
"Mon Repos Road, Mon Repos - Solar - Qld",0.2007,2/06/2022
Centerwest - Solar w SGU - WA,0.2998,1/06/2022
Murray Bridge - Onkaparinga Pipeline Pump 2 (MU3322) - Solar - SA,13.0234,1/06/2022
Warwick farm CCP - Solar - NSW,0.2741,31/05/2022
BROLOS WELSHPOOL - SOLAR - WA,0.5224,27/05/2022
GPE - Henkel Kilsyth - Solar - VIC,0.6129,27/05/2022
GPE - Henkel Seven Hills - Solar  - NSW,0.3537,27/05/2022
Raymond Terrace WWTW - Solar - NSW,0.2016,26/05/2022
Kurri Kurri WWTW - Solar - NSW,0.3024,26/05/2022
Morpeth WWTW - Solar - NSW,0.6048,26/05/2022
ISPT - Cnr Colac Road & Pioneer Road - Waurn Ponds - SOLAR - VIC,0.4212,18/05/2022
Hebel Somersby - Solar - NSW,0.703,18/05/2022
Kalumburu 700kW Solar Farm - WA,0.93,9/05/2022
Bunnings Leppington - Solar - NSW,0.2995,4/05/2022
Laser 3D Luscombe - Solar - QLD,0.3024,3/05/2022
Kitchen Group Solar PV NSW,0.5787,2/05/2022
The Vale - Solar w SGU - TAS,0.2274,2/05/2022
St Augustine's College  - Solar  - NSW,0.2323,29/04/2022
BLUE GRASS SOLAR FARM - SOLAR - QLD,199.8226,29/04/2022
"ISPT Wrights Rd, Kellyville - Solar - NSW",0.3564,28/04/2022
Sunny Queen Carol Park - Solar wSGU  - Qld,0.2095,26/04/2022
CedarGroveWWTP-Solar-QLD,0.1952,22/04/2022
Woolooga Solar Farm - Solar - QLD,214.3372,22/04/2022
Lindisfarne Mahers Lane - Solar - NSW,0.3308,22/04/2022
PAREP 1 PTY LIMITED-WIND SOLAR- SA,316.8818,19/04/2022
Energy Bay - B&J (Arndell Park) - Solar - NSW,0.1987,14/04/2022
"Eramosa Rd West, Somerville - Solar - VIC",0.7636,12/04/2022
My Centre Nerang - Solar - QLD,0.5499,7/04/2022
Gruyere Power Station - Solar Farm - WA,13.6203,6/04/2022
Balcatta Customer Centre - Solar w SGU - WA,0.4097,4/04/2022
LoganholmeWWTP-Solar-QLD,1.3608,4/04/2022
Dudley Private Hospital - Solar - NSW,0.233,31/03/2022
BAYSHORE DEVELOPMENT PTY LTD - BYRON BAY - NSW - SOLAR,0.2,31/03/2022
Lakeside Homestead Pty Ltd - Solar - w SGU - QLD,0.2236,31/03/2022
John Hunter Hospital 2398.5kW - Solar w SGU - NSW,2.3985,28/03/2022
AusPost Sunshine Coast - Solar - QLD,0.1998,22/03/2022
AusPost DF St Leonards - Solar - NSW,0.1998,22/03/2022
Agile Energy NGR 330kW - Solar w SGU - NSW,0.3303,22/03/2022
Batchelor Pell - Solar - NT,12.5383,11/03/2022
The King's School Preparatory School - Solar w SGU - NSW,0.2117,8/03/2022
Saint Ignatius' College - Solar w SGU - SA,0.1989,7/03/2022
Metz Solar Farm - Solar - NSW,141.5063,1/03/2022
"McLaurin Road, Ettamogah - Solar - NSW",0.6323,24/02/2022
Mirvac Energy - Locomotive Shed - Solar - NSW,0.6693,23/02/2022
"GENELEC Newbridge Rd, Moorebank - Solar w SGU - NSW",0.3478,21/02/2022
"Gymnasium Road, Macquarie Park - Solar - NSW",0.36,21/02/2022
Mount Magnet WTP - Solar PV - WA,0.2016,14/02/2022
"ISPT Kookaburra Road, Prestons - Solar - NSW",0.3049,9/02/2022
"College Avenue, Forest Lake - SOLAR - Qld w SGU",0.2997,9/02/2022
Wax Converters Rutherford - Solar w SGU - NSW,0.8008,8/02/2022
"Bango Wind Farm 2, feeder 999- NSW",84.8,6/02/2022
PA Power Microgrid 1 Pty Ltd - Solar - SA,1.1945,4/02/2022
Redmud Green Energy 93  - Solar - SA,0.2368,1/02/2022
Redmud Green Energy 111 - Solar - SA,0.2368,1/02/2022
South West Healthcare-Solar-Vic,0.2483,1/02/2022
Jabiru Solar Project - Solar - NT,8.4496,1/02/2022
Diamond Valley Sports and Fitness Centre - Solar - VIC,0.1492,27/01/2022
Toohey Road - Stage 2 - Solar w SGU - QLD,0.1998,27/01/2022
KGF Biogas Generation Plant - QLD,3.902,21/01/2022
The Iconic - Solar - NSW,0.3501,19/01/2022
AU870 Interchange Pk 22 Wonderland - Solar - NSW,0.2997,12/01/2022
Redmud Green Energy 97 - Solar - SA,0.2368,11/01/2022
Bunnings North Lakes - Solar - QLD,0.499,10/01/2022
Murra Warra Wind Farm Stage 2 - VIC,209,23/12/2021
Woolworths DC Townsville 2996 - Solar - QLD,1.1137,22/12/2021
Bunnings Leopold - Solar - VIC,0.1997,21/12/2021
Bunnings Shepparton - Solar - VIC,0.2501,21/12/2021
Bunnings Epsom - Solar - VIC,0.2997,21/12/2021
Bunnings Melton - Solar - VIC,0.3001,21/12/2021
Bunnings Parafield - Solar - SA,0.2493,20/12/2021
Bunnings Maryborough - Solar - QLD,0.2706,20/12/2021
Bunnings Morayfield - Solar - QLD,0.2993,20/12/2021
Bunnings Wallsend - Solar - NSW,0.36,20/12/2021
Bunnings Caloundra - Solar - QLD,0.4192,20/12/2021
58 Kingston Drive-Solar-QLD,0.7257,19/12/2021
Woolworths DC Melbourne Fresh MSB2 3953 - Solar - VIC,0.7488,18/12/2021
Woolworths DC Melbourne Fresh MSB1 3953 - Solar - VIC,0.7488,18/12/2021
"Brett Road, EUSTON - Solar - NSW",0.1998,17/12/2021
Mitch Arch - Solar wSGU - ACT,0.1995,16/12/2021
Williams Sonoma Frasers Horsley Park No.2 - Solar PV - NSW,0.2754,16/12/2021
Ozito efm frasers Dandenong South No.1 - Solar PV - VIC,0.5013,16/12/2021
Flavour Makers Woodlands Drive West - Solar w SGU  - VIC,0.2538,15/12/2021
Flavour Makers Woodlands Drive East - Solar w SGU  - VIC,0.1854,15/12/2021
Flavour Makers Governor Road - Solar w SGU - VIC,1.2501,15/12/2021
Hygain Site 10 - Solar wSGU - VIC,0.1638,14/12/2021
Hygain Site 20 - Solar wSGU - VIC,0.3888,14/12/2021
Shoalhaven Energy Project - Solar - NSW,3.926,14/12/2021
Robertson Brothers Sawmills - Solar  - QLD,0.3006,10/12/2021
"Vicinity - Corner Station St And Woodriff St, Penrith - Solar - NSW",0.7792,10/12/2021
DHLS24_WA DHL Berrinba - Solar - QLD,0.3502,9/12/2021
COLE8.1 - DC Edinburgh Parks - Solar - SA,1.9017,9/12/2021
Iceland Cold Storage 282.6 kW - Solar - Vic,0.2826,8/12/2021
Prima Printing Noble Park - Solar w SGU - VIC,0.1997,2/12/2021
Cornerstone College - Solar w SGU - SA,0.2205,2/12/2021
Columboola Solar Farm - QLD,202.5005,1/12/2021
Carinity Gaythorne - Solar PV - QLD,0.2971,1/12/2021
Endeavour Spring Farm - 249.75 kW - Solar - NSW,0.2497,29/11/2021
Endeavour Huntingwood HO 456.8kW - Solar - NSW,0.4568,29/11/2021
Motorline BMW - Solar w SGU - QLD,0.2322,29/11/2021
Gold Coast BMW - Solar w SGU - NSW,0.1998,29/11/2021
Little Fisher Hydro Power Station TAS,0.8,25/11/2021
Breakers Club Carpark - Solar w/ SGU - NSW,0.3459,24/11/2021
Tellus Sandy Ridge - Solar - WA,1.0752,23/11/2021
JAP-Solar-SA,3.366,19/11/2021
Sebastopol Solar Farm - Solar - NSW,110.6132,19/11/2021
CUB Abbotsford - Solar - VIC,1.7401,18/11/2021
Cobar Water Board Hermidale - Solar - NSW,0.5997,17/11/2021
Cobar Water Board Nyngan - Solar - NSW,0.5997,17/11/2021
Western Downs Green Power Hub - Solar - QLD,460.011,17/11/2021
Assisi Aged Care - Solar - VIC,0.2986,16/11/2021
Leppington Railway Station - Solar - NSW,0.6938,16/11/2021
Streaky Bay Energy Project - Solar - SA,3.3844,15/11/2021
Parkes Hospital - 451.44kW - Solar w SGU - NSW,0.4514,10/11/2021
Aldinga Wastewater Treatment Plant Reserve (ALDWWTP) - Solar - SA,1.5185,10/11/2021
"ISPT Cheltenham Parade, St Clair - Solar - SA",0.1539,8/11/2021
Donovans Dairy - Solar w SGU - SA,0.248,8/11/2021
Uniqlo Solar System - Solar - VIC,0.3009,7/11/2021
Goodman McCormick Solar System - Solar - VIC,0.6001,7/11/2021
Tatura Solar Project - Solar - VIC,8.2134,6/11/2021
Yarroweyah Solar Project - Solar - VIC,8.2574,6/11/2021
Pine Lodge Solar Project - Solar - VIC,7.7056,5/11/2021
Bamawm Solar Project - Solar - VIC,8.2134,5/11/2021
Stanhope 5 Solar Project - Solar - VIC,8.2134,4/11/2021
Stoddart Karawatha - SOLAR - Qld,0.8186,3/11/2021
Roseworthy SCBC - Solar w SGU - SA,0.2306,1/11/2021
Hillston Sun Farm - Solar - NSW,119.3814,30/10/2021
College St North Lakes - Solar - QLD,0.2808,29/10/2021
QIC Logan - SOLAR - QLD,4.9526,29/10/2021
AU870 Interchange Park 13 Interchange - Solar - NSW,0.2501,28/10/2021
Wollongong Council Main Admin Building Carpark - Solar PV - NSW,0.2196,26/10/2021
HN Springvale - Solar - VIC,0.2723,22/10/2021
Tradies Helensburgh - Solar w SGU - NSW,0.1757,19/10/2021
Whitsunday Coast Airport Gunyarra - Solar - QLD,0.4005,19/10/2021
ECHUCA_SOLAR_VIC,0.4999,15/10/2021
Borg 1090 Somersby - Solar - NSW,1.4043,14/10/2021
Diapur Wind Farm - VIC,8,14/10/2021
Casey ARC - Solar - VIC,0.3403,11/10/2021
Woolworths Kirrawee 1579 - Solar - NSW,0.3627,1/10/2021
"Lion-Beer, Spirit & Wine Pty Ltd - 650.4KW - Solar - VIC",0.6504,1/10/2021
Suttons_Chullora - Solar w SGU - NSW,0.3069,29/09/2021
Mannum Adelaide Pumping Station No 2 (MAPL2) - Solar - SA,16.8538,28/09/2021
Bialik College - Solar w SGU - VIC,0.3494,21/09/2021
Secret harbour - Solar - WA,1.2182,13/09/2021
Altis Salmon Street - Solar - VIC,0.2503,12/09/2021
GAM Steel - Solar - VIC,0.3009,12/09/2021
CleanPeak Energy - Wanneroo - Solar - WA,1.0665,9/09/2021
Max Stocks Food - Solar - QLD,0.1898,8/09/2021
DHLS23 DHL Hazelmere - Solar - WA,0.3504,8/09/2021
Energy Bay - Artarmon Home HQ - Solar wSGU - NSW,0.5304,6/09/2021
Myponga Depot (MYPONGA) - Solar - SA,0.7934,3/09/2021
RED CREST 1 - SOLAR W SGU - SA,0.149,1/09/2021
AU470 Airgate 383 Coward St - Solar - NSW,0.1596,25/08/2021
LAKE CARGELLIGO - Solar w/sgu  - NSW,0.2214,25/08/2021
LRT 748 Irymple - Solar w SGU - VIC,0.3583,24/08/2021
"Point Cook Rd, Point Cook - Solar - VIC",0.459,24/08/2021
Redmud Green Energy 95 - Solar - SA,5.3366,24/08/2021
"Saints Rd , Salisbury Plain - Solar - SA",0.2307,23/08/2021
"Main Street, Bacchus Marsh - Solar - VIC",0.7551,23/08/2021
Carosue Dam Southern Solar Farm - WA,2.6325,22/08/2021
Real Utilities Epping No 1 - Solar - VIC,0.9,20/08/2021
Manton Dam Solar Power Station - Solar - NT,12.5048,20/08/2021
Batchelor Solar Power Station - Solar - NT,12.5089,20/08/2021
Carosue Dam Northern Solar Farm - WA,2.6325,17/08/2021
Somers SRP035 Solar VIC,0.3203,12/08/2021
Pakenham SRP032 Solar VIC,0.4508,12/08/2021
Moorabbin Airport - Solar - VIC,0.5987,12/08/2021
Marleyspoon - Solar - NSW,0.506,9/08/2021
Suntop Solar Farm - NSW,190.8673,6/08/2021
AU525 Oakdale South 1/6 Aristida - Solar wSGU - NSW,0.3996,4/08/2021
AU525 Oakdale South 2/6 Aristida - Solar wSGU - NSW,0.3996,4/08/2021
"Tyree Place, Braemar - Solar - NSW",0.5084,3/08/2021
Holmwood Highgate Loganholme - SOLAR - Qld,0.6,30/07/2021
"Vicinity - Albany Highway, Victoria Park - Solar - WA",0.3001,28/07/2021
All Saints College - Solar - WA,0.1797,21/07/2021
Onkaparinga Hills Water Pump Station (TWPSONH137) - Solar - SA,0.4104,21/07/2021
Majura Valley Community Solar Farm - Solar - ACT,1.2717,20/07/2021
Junee Solar Farm - Solar PV - NSW,39.3993,16/07/2021
Port Botany C1 - Solar w/sgu - NSW,0.2346,15/07/2021
Wagga Wagga North Solar Farm - Solar PV - NSW,39.3993,14/07/2021
Symbion Pty Ltd - Solar - SA,0.3305,12/07/2021
"Lake Street, Caroline Springs - Solar - VIC",0.804,9/07/2021
Earlyrise Baking Co Dubbo - Solar w SGU - NSW,0.2799,8/07/2021
Trility - Swan Reach Water WFP Reserve (SW11553) - Solar - SA,0.8892,7/07/2021
Giofrelle Nominees- HV shed- Solar- VIC,0.399,6/07/2021
"ISPT Telegraph Rd, Bracken Ridge - Solar - QLD",0.2218,5/07/2021
"ISPT Halpine Dr, Mango Hill - Solar - QLD",0.2534,2/07/2021
Redmud Green Energy 43 - Solar - SA,2.446,1/07/2021
Gunnedah Solar Farm - Solar - NSW,153.7767,29/06/2021
Ivanhoe Grammar Middle Years Campus - Solar w SGU - VIC,0.299,28/06/2021
Flinders Medical Centre Solar PV SA,1.1484,25/06/2021
Coles Arana Hills- Solar w SGU- QLD,0.2381,24/06/2021
Intertek - Solar - WA,0.9998,23/06/2021
Barwon Water - Colac WRP - Waste - VIC,0.36,22/06/2021
Werribee Supa IGA - Solar w SGU - VIC,0.1989,21/06/2021
Calendar Cheese Truganina - Solar - VIC,0.3004,21/06/2021
Melrose Village - Solar w SGU - NSW,0.1949,18/06/2021
Proten Farm 68 - Solar  - NSW,0.2497,17/06/2021
Sigma Healthcare Truganina - Solar - VIC,0.5002,17/06/2021
Latrobe Regional Hospital-Solar-Vic,0.6565,16/06/2021
Latrobe Regional Hospital 2-Solar-Vic,0.7723,16/06/2021
Prima Fresh - Solar w SGU - VIC,0.207,11/06/2021
Giofrelle Nominees- Farm 4 Dam - Solar-VIC,0.3199,11/06/2021
IGA Pomona - SOLAR - QLD,0.1802,7/06/2021
CleanPeak Energy - Highlands - Solar - NSW,0.8186,7/06/2021
Welshpool Business Park Power Station - Solar - WA,0.1998,3/06/2021
Balhannah Summit Storage WTP (SU11533) - Solar - SA,1.1081,3/06/2021
Erina Works Depot (Extension) - Solar w SGU - NSW,0.1997,31/05/2021
Hillsong Epi Centre Baulkham Hills - Solar - NSW,0.351,31/05/2021
Chichester Solar Farm - WA,71.1417,28/05/2021
Hyland Highway Landfill Generator - LFG - VIC,0.9,26/05/2021
Peel Renewable Energy Stake Hill - Solar - WA,1.2196,26/05/2021
"Barossa Aquatic & Fitness Centre, Tanunda - Solar - SA",0.2565,24/05/2021
"Bango Wind Farm 1, feeder 973 - NSW",159,23/05/2021
Ausgrid Beresfield - Solar - NSW,0.132,21/05/2021
Coles 486 Coolalinga - Solar - NT,0.1792,19/05/2021
Leeton SF - Solar - NSW,7.261,17/05/2021
Fivebough SF - Solar - NSW,7.261,17/05/2021
Tahbilk Pty Ltd - Solar w/SGU - VIC,0.1983,14/05/2021
Lake Fyans 96023 - Solar - VIC,0.2513,13/05/2021
Woolworths Caloundra 2670 - Solar - QLD,0.3759,11/05/2021
Eilbeck Ingleburn Site - Solar w SGU - NSW,0.2579,7/05/2021
ABMT Textiles -SOLAR - VIC,0.4649,7/05/2021
AMP Capital - Peak Hill - Solar - NSW,6.6394,3/05/2021
Woolworths Rosehill 1123 - Solar - NSW,0.225,30/04/2021
Woolworths Emerton 1625 - Solar - NSW,0.2394,30/04/2021
Hahndorf Wastewater Treatment Plant Reserve (HA5088) - Solar - SA,0.2565,23/04/2021
Gilmac-Wagin-Solar-WA,0.3951,23/04/2021
IGA Cooroy - Solar - QLD,0.2664,22/04/2021
Woolworths Bowen 2562 - Solar - QLD,0.2797,22/04/2021
Korvest Ltd - Solar w SGU - SA,0.368,21/04/2021
Woolworths Dickson 1073 - Solar - ACT,0.1865,20/04/2021
South Hummocks 1 - Solar - SA,5.94,19/04/2021
Kadina 2 - Solar - SA,6.0984,19/04/2021
TQEH Solar PV SA,0.3902,15/04/2021
Marrickville Metro - Solar - NSW,0.3825,13/04/2021
TasFresh - Moonah - Solar - Tas,0.4077,12/04/2021
Lyell McEwin Hospital Solar PV SA,0.765,12/04/2021
Coles Oasis- Solar- NT,0.2037,9/04/2021
Proten Farm 67 - Solar  - NSW,0.2497,8/04/2021
Swan Reach Pump Station 1 (SW3358) - Solar - SA,6.308,8/04/2021
Ferguson South Wind Farm - VIC,8,1/04/2021
CleanPeak Energy - Dubbo - Solar - NSW,0.5009,31/03/2021
Westminster School - Innovation Hub - Solar w SGU - SA,0.1493,26/03/2021
Canterbury Hospital 551.86kW - Solar w SGU - NSW,0.5519,26/03/2021
Coles Palmerston-Solar-NT,0.2203,25/03/2021
South Hummocks 2 - Solar - SA,5.94,24/03/2021
Barker College Rosewood Centre 209.kWp - Solar - NSW,0.2092,23/03/2021
1182 Old Port Rd Power Station - Solar w SGU - SA,0.1997,22/03/2021
Dicker Data Centre - Solar - NSW,0.278,22/03/2021
CUB Yatala - Solar - QLD,3.007,19/03/2021
Morgan to Whyalla Pump Station 2 (MO3350) - Solar - SA,5.8733,17/03/2021
Morgan to Whyalla Pump Station 1 and Water Filtration Plant Reserve (MO3348) - Solar - SA,6.1286,17/03/2021
J.J. Dwyer(Wholesale) Proprietary Limited - Solar w SGU  - VIC,0.2,12/03/2021
Coonalpyn SF - Solar - SA,5.9092,12/03/2021
Coles Port Lincoln- Solar- SA,0.1795,11/03/2021
Energy Bay - McCain Foods Ballarat - Solar - VIC,4.597,11/03/2021
Woolworths Highfields 2514 - Solar - QLD,0.2784,9/03/2021
Woolworths Griffith North 1156 - Solar - NSW,0.2298,5/03/2021
Morgan to Whyalla Pump Station 4 (MO3354) - Solar - SA,5.8733,5/03/2021
Warragul WWTP- Solar- VIC,0.1998,2/03/2021
Warragul WTP- Solar- VIC,0.2501,2/03/2021
Deepwater Plaza - Solar - NSW,0.2534,2/03/2021
QIC Grand Central - Solar - QLD,0.9202,2/03/2021
Willows Shopping Centre - Solar - Qld,1.5129,2/03/2021
Morgan to Whyalla Pump Station 3 (MO3352) - Solar - SA,7.371,1/03/2021
APAM Agility Warehouse - Solar - VIC,1.8075,26/02/2021
Woolworths Parkhurst 2765 - Solar - QLD,0.3027,25/02/2021
Porta - Bridgewater - Solar - TAS,0.32,25/02/2021
Agrifresh - Solar wSGU - WA,0.392,25/02/2021
Medline International Two - Solar w SGU - NSW,0.5497,25/02/2021
Woolworths West Ryde 1341 - Solar - NSW,0.2642,18/02/2021
HammondCare Braeside with SGU - Solar - NSW,0.3242,17/02/2021
Yamarna Exploration Camp - Solar - WA,0.1872,16/02/2021
MARC-SOLAR-WA,0.2,16/02/2021
Shalom College Bundaberg - Solar - QLD,0.8102,16/02/2021
Edlyn Foods Epping - Solar w SGU - VIC,0.2241,15/02/2021
Hillwood Berries - Solar w SGU - TAS,0.3029,15/02/2021
Balgownie Estate - Solar - VIC,0.2,12/02/2021
Suttons_Huntingwood - Solar w SGU - NSW,0.2745,12/02/2021
V&N Glass Pty Ltd - Solar - NSW,0.4996,12/02/2021
Corowa Solar Farm - Solar PV - NSW,39.4178,12/02/2021
Karratha City EPC - Solar - WA,2.3009,9/02/2021
Winton Solar Farm - VIC,100.2481,9/02/2021
Numurkah Solar Project No. 2 - Solar - VIC,8.2746,8/02/2021
Crumptons Kingaroy - Solar - QLD,0.2688,6/02/2021
NEWater Wodonga RHQ - Solar w SGU - VIC,0.1456,5/02/2021
West Coast Eagles - Solar - WA,0.2871,5/02/2021
Berrybank 1 Wind Farm - Wind - VIC,180.6,5/02/2021
Vigliaturo Stonefuit Ardmona - Solar w SGU - VIC,0.2202,4/02/2021
Brisbane Parcel Facility - Solar  - QLD,0.9994,4/02/2021
Gateway Shopping Centre Yarrawonga Stage 1 - Solar - NT,1.1204,4/02/2021
BRIGHT PRINT - SOLAR w SGU - NSW,0.1491,2/02/2021
Orana Mall Dubbo Solar - NSW,0.4039,1/02/2021
Park Beach Plaza Coffs Harbour Solar - NSW,0.554,1/02/2021
Grizzly Engineering Swan Hill - Solar w SGU - VIC,0.1994,28/01/2021
Murphy Fresh - Solar w SGU - VIC,0.2978,28/01/2021
Kyabram and District Health Services - Solar - VIC,0.1997,27/01/2021
Runaway Bay Centre - Solar - QLD,1.3086,27/01/2021
Gazzola Farms Somerville - Solar - VIC,0.25,25/01/2021
Woolworths Rutherford 1208 - Solar - NSW,0.3922,25/01/2021
Woolworths Brighton 5798 - Solar - SA,0.1998,22/01/2021
Monash University Power Station Caulfield - Solar - VIC,0.2556,22/01/2021
Edmonton WWTP Ground Mount - Solar w SGU - QLD,0.259,22/01/2021
Grundfos Pump - Solar w SGU - SA,0.4272,22/01/2021
Northern WWTP Ground Mount - Solar w SGU - QLD,0.691,22/01/2021
Southern WWTP Ground Mount - Solar w SGU - QLD,0.691,22/01/2021
Monash University Power Station Peninsula - Solar - VIC,0.695,22/01/2021
Stanhope Solar Project No. 4 - Solar - VIC,8.2611,22/01/2021
Ovida Rocky Lamattina WEMEN  - Solar - VIC,0.5,21/01/2021
Coles Kings Langley- Solar w SGU- NSW,0.181,20/01/2021
Coles Morisset Square- Solar with SGU- NSW,0.2523,20/01/2021
DINKO TUNA FAMERS PTY LTD-Solar-W- SGU-SA,0.1989,19/01/2021
Hilton Foods - Solar - QLD,1.6488,18/01/2021
Marlin Coast WWTP Ground Mount - Solar w SGU - QLD,0.4057,15/01/2021
QIC Watergardens - SOLAR - VIC,2.4524,15/01/2021
Woolworths Kempsey 1170 - Solar w SGU - NSW,0.3579,8/01/2021
Traralgon WTP- Solar PV- VIC,0.2003,7/01/2021
Moe WWTP- Solar PV- VIC,0.2004,7/01/2021
Newtown Toyota (Forward St) - Solar - WA,0.1798,6/01/2021
Woolworths Mt Barker 5682 - Solar - SA,0.2001,6/01/2021
Woolworths Dakabin 2660 - Solar - QLD,0.259,6/01/2021
Woolworths Bomaderry 1641 - Solar - NSW,0.3022,6/01/2021
Robina Town Centre - Solar - QLD,5.4027,6/01/2021
Woolworths Cameron Park 1278 - Solar - NSW,0.3347,5/01/2021
