Power station name,Installed capacity,Accreditation start date
Woolworths Coolalinga - Solar - NT,0.2978,10/11/2015
Cootamundra Oil Seed Solar - NSW,0.4687,10/11/2015
Murray Rose No5 - Solar - NSW,0.1305,4/11/2015
Sunny Crumpton Solar - QLD,0.24,2/11/2015
Leeuwin Estate Solar - WA,0.149,27/10/2015
Bupa Tamworth - Todae Solar PV - NSW,0.0997,23/10/2015
Casuarina Square Solar PV System - NT,1.2529,19/10/2015
Bossong Welshpool - Solar - WA,0.15,13/10/2015
Australian Antarctic Division HQ Solar,0.279,7/10/2015
Stockland Shellharbour - Solar - NSW,1.2175,3/09/2015
Brisbane Markets - Solar - QLD,5.1042,3/09/2015
Toyota Motor Corporation Australia Altona - Solar - VIC,0.5,2/09/2015
Complete Food Services Preston - Solar - VIC,0.2,31/08/2015
Amcap Distribution Welshpool - Solar - WA,0.2,18/08/2015
Desert Knowledge Australia Solar Centre - NT,0.1161,12/08/2015
Broken Hill Solar Plant - NSW,53,22/07/2015
Emmanuel College Administration - Solar - QLD,0.1,21/07/2015
IKEA Marsden Park - Solar - NSW,0.65,16/07/2015
Bolivar Waste Water Treatment Plant - SA,9.9,8/07/2015
Weipa Solar Farm - QLD,1.6,29/05/2015
IKEA Logan - Solar - QLD,0.741,14/05/2015
UNSW Library - Solar - NSW,0.1142,7/05/2015
IKEA Richmond - Solar - VIC,0.721,17/04/2015
IKEA Springvale Solar - VIC,0.95,17/04/2015
Rouse Hill Town Centre -Solar -NSW,0.35,26/03/2015
Sydney Theatre Company Solar - NSW,0.382,23/03/2015
Chepstowe Wind Farm - VIC,6.15,23/03/2015
Nyngan Solar Plant - NSW,102,21/03/2015
University of Wollongong - SBRC - Solar - NSW,0.1549,2/03/2015
Bald Hills Wind Farm - VIC,106.6,24/02/2015
Peter Lehmann Wines - Solar - SA,0.125,18/02/2015
CKB Oasis Recreation Centre Solar - WA,0.1375,16/01/2015
CKB Wastewater Treatment Plant Solar - WA,0.15,16/01/2015
Taralga Wind Farm - NSW,106.8,22/12/2014
Mitchell Foods Canning Vale Solar - WA,0.2,17/12/2014
Cape Nelson North Wind Farm - VIC,22.55,10/12/2014
Soldiers Point - Solar w SGU - NSW,0.2743,21/11/2014
Alice Springs Airport Carpark Solar - NT,0.6513,21/11/2014
Mars Chocolate Australia Solar - VIC,0.21,10/11/2014
Darling Downs Agricultural Waste - QLD,0.25,5/11/2014
Bidvest Bibra Lake Solar - WA,0.29,5/11/2014
Kane Road Wodonga Solar - VIC,0.1987,24/10/2014
Springvale Botanical Cemetery Solar - VIC,0.1336,14/10/2014
Herrick Micro Hydro - TAS,0.9,8/10/2014
Cape Sir William Grant Wind Farm - VIC,24.6,24/09/2014
Lago Smallgoods Solar - VIC,0.3,15/09/2014
Menai High School Solar - Illawong - NSW,0.085,11/09/2014
Investec Elizabeth Street Solar - VIC,0.1622,4/09/2014
Boco Rock Wind Farm - NSW,113.18,1/09/2014
Goonoo Feed Mill Solar - QLD,0.099,1/08/2014
Roseworthy Solar - SA,0.184,1/08/2014
Giffnock Avenue Macquarie Park Solar - NSW,0.196,31/07/2014
Ultra Plas Springvale - Solar - VIC,0.282,30/07/2014
TT Steel Solar - VIC,0.5,25/07/2014
Hunter Water Cessnock Cogeneration - Sewage Gas - NSW,0.065,21/07/2014
Deloraine Micro Hydro - TAS,0.03,20/07/2014
Visy Paper Gibson Island Biomass - QLD,2.2,1/07/2014
Humboldt Micro Hydro Maydena - TAS,0.56,23/06/2014
Piangil Solar - VIC,0.5752,18/06/2014
Lundavra Biogas - Agricultural Waste - QLD,0.782,16/06/2014
Sydney Markets Flemington Solar - NSW,3.101,16/06/2014
Nishi Solar - ACT,0.4022,28/05/2014
Oxley Stadium and College Solar - VIC,0.4,20/05/2014
Midlands Mini Hydro - TAS,6.078,16/05/2014
Olympic Plaza Solar - NSW,0.1313,9/05/2014
Walla Walla Solar Farm - NSW,0.226,6/05/2014
Sirromet Wines Solar - Mt Cotton - QLD,0.2,2/05/2014
Boral Timber Murwillumbah Biomass - NSW,0.15,1/05/2014
Australian Tartaric Products - Grape Marc - VIC,0.6,1/05/2014
Royalla Solar Farm - ACT,20,1/05/2014
AWTA Bibra Lake - Solar - WA,0.3497,17/04/2014
Tacca - Todae Solar PV - Moorebank -NSW,0.686,9/04/2014
Mildura Solar Park 1 - Koorlong - VIC,3.5244,3/04/2014
d'Arenberg Winery Solar - SA,0.2,25/03/2014
Nietta Mini Hydro - TAS,1.285,14/03/2014
Symonston Solar - ACT,0.144,18/02/2014
Utick - Todae Solar PV - Somersby - NSW,0.195,11/02/2014
Seacliff Mini Hydro - SA,1.155,28/01/2014
Ace Gutters Solar Mortdale - NSW,0.225,24/01/2014
Tip Top Butchers Solar - Laverton North - VIC,0.2028,21/01/2014
Albury LFG and Solar - NSW,2.6872,9/12/2013
Gullen Range Wind and Solar Farm - NSW,293.8056,25/11/2013
Doomadgee Solar Farm - QLD,0.264,22/11/2013
Mt Mercer Wind Farm - VIC,131.2,17/11/2013
Bridgewater Solar - VIC,0.5,9/10/2013
Snowtown South Wind Farm - SA,126,2/10/2013
Snowtown Wind Farm Stage 2 - SA,144,1/10/2013
Herzogsteel Solar - Fyshwick - ACT,0.199,20/09/2013
Bungendore - Capital East Solar Farm - NSW,0.6156,13/09/2013
Gladstone Street Solar - ACT,0.1395,22/08/2013
Mildura Solar Farm - VIC,0.999,5/08/2013
Templemore Agricultural Waste - NSW,0.17,15/07/2013
Wonga Agricultural Waste - NSW,0.24,15/07/2013
Thomson Hydro Power Station - VIC,7.45,15/07/2013
Fraser Coast Community Solar Farm - QLD,0.4026,8/07/2013
Kamberra Winery Solar - ACT,0.146,12/06/2013
Swanbank Renewable Energy - LFG - QLD,1.487,12/06/2013
Blokker Wind Turbine - TAS,0.225,31/05/2013
Mumbida Wind Farm - WA,55,13/05/2013
Musselroe Wind Farm - TAS,168,23/04/2013
Rocks Wind - VIC,0.1,21/03/2013
Tim Ford Toowoomba - Solar w SGU - QLD,0.2422,21/03/2013
Denmark Community Wind Farm - WA,1.44,15/02/2013
Potts Hill Solar PV - NSW,0.06,1/02/2013
UNSW - Tyree Energy Technology Building - Solar - NSW,0.254,31/01/2013
Power and Water Lake Nash Wind Turbines - NT,0.045,1/01/2013
Kalkarindji Solar - NT,0.403,12/12/2012
Ti Tree Solar - NT,0.324,16/11/2012
Reef HQ Aquarium Townsville - QLD,0.206,14/11/2012
Mortons Lane Wind Farm - VIC,19.5,1/11/2012
Alpurrurulam Solar - NT,0.265,27/10/2012
Macarthur Wind Farm - VIC,420,30/09/2012
Flinders Island Wind Farm - TAS,0.3,31/08/2012
Greenough River Solar Farm - WA,49.7304,13/08/2012
Willawong - LFG - QLD,1.067,1/08/2012
Annandale Stadium - Solar - QLD,0.348,20/06/2012
Perth Zoo Bus Port - Solar - WA,0.2387,17/05/2012
Karakin Wind Farm - WA,5,10/05/2012
Sumich Wind Farm - WA,5,19/04/2012
Sisters Creek - Wind - TAS,0.225,2/04/2012
Dead Horse Gully - Agricultural Waste - NSW,0.16,15/03/2012
Golden Grove - Agricultural Waste - NSW,0.2,9/03/2012
Grasmere Wind Farm - WA,13.8,6/03/2012
Gold Coast Stadium Carrara Solar Halo - QLD,0.216,2/03/2012
Gympie Timber Wood Waste Power Station 1 - QLD,0.28,23/02/2012
University of Queensland - Solar - QLD,2.3827,21/02/2012
Chittering Valley Solar - WA,0.018,16/02/2012
Carnarvon - Massey Bay Road - Solar Farm - WA,0.29,7/02/2012
Eastern Treatment Plant - Thomson Road - SG - VIC,9.31,6/02/2012
Reid Bros WW Biomass Generator - VIC,0.068,30/01/2012
King Island Advanced Hybrid Biodiesel Power Station - TAS,1.2,11/01/2012
Alice Springs Airport Solar - NT,0.235,21/12/2011
Visy WW Biomass Generator No 1 - VIC,3.5,19/12/2011
Johnson & Johnson Medical North Ryde Solar - NSW,0.0924,12/10/2011
Rigby House Coffs Harbour Solar - NSW,0.1365,12/09/2011
Uterne Solar Farm - NT,4.063,5/09/2011
Oaklands Hill Wind Farm - VIC,67.2,19/08/2011
Power and Water Sadadeen Solar - NT,0.0216,2/08/2011
Woronora Micro Hydro - NSW,0.15,22/07/2011
The Bluff Wind Farm - SA,52.5,4/07/2011
Hepburn Community Wind Farm - VIC,4.1,22/06/2011
Woodlawn Wind Farm - Tarago - NSW,48.3,31/05/2011
Collgar Wind Farm - WA,206,14/05/2011
Rottnest Island Wind Turbine - WA,1.2,2/05/2011
Platypus Micro Hydro - TAS,0.015,18/04/2011
Gunning Wind Farm - NSW,46.5,23/03/2011
Hume Highway Woomargama Biodiesel - NSW,0.6,20/03/2011
Millner Primary School Solar - NT,0.1008,17/03/2011
Mt Barker Community Wind Farm - WA,2.43,3/03/2011
Prospect Mini Hydro - NSW,3.7,3/03/2011
Hope Valley Terminal Storage Mini Hydro - SA,1.8,21/02/2011
Lostock Micro Hydro - NSW,0.22,7/02/2011
Buttonderry LFG - NSW,2.246,13/12/2010
Nullagine Solar - WA,0.2,1/10/2010
Nieterana Mini Hydro - TAS,2.2,14/09/2010
Waterloo Wind Farm - SA,130.8,20/08/2010
North Brown Hill Wind Farm - SA,132.3,13/08/2010
Lake Margaret - Lower Mini Hydro - TAS,3.2,21/06/2010
Bromelton Bioenergy Plant 1 - QLD,1.536,14/06/2010
Lake Bonney Wind Farm Stage 3 - SA,39,28/05/2010
Marble Bar Solar - WA,0.3,18/05/2010
Bouverie Wind Turbine - WA,0.015,8/05/2010
Birkdale LFG - QLD,0.78,22/04/2010
Paronella Micro Hydro - QLD,0.0185,19/04/2010
Chadwell Estate Solar - WA,0.0198,16/03/2010
Leongatha Bioenergy Plant - VIC,0.76,25/02/2010
Pine Gully Micro Hydro - VIC,0.385,1/02/2010
Notting Hill Micro Hydro - VIC,0.45,1/02/2010
Mt View Micro Hydro - VIC,0.56,1/02/2010
Olinda Mini Hydro - VIC,1,1/02/2010
Upper Yarra Mini Hydro - VIC,1.125,1/02/2010
Silvan Mini Hydro - VIC,2.055,1/02/2010
Cape Nelson South Wind Farm - VIC,44,1/02/2010
Cape Bridgewater Wind Farm - VIC,58,1/02/2010
Lake Margaret - Upper Mini Hydro - TAS,8.4,20/01/2010
Adelaide Airport Terminal 1 Solar - SA,1.283,19/01/2010
Jounama Hydro - NSW,14.4,21/12/2009
Ballarat Solar Park - VIC,0.32,4/12/2009
Bendigo Solar Park - VIC,0.336,26/11/2009
Adelaide Showground Solar - SA,1,30/10/2009
Warriewood Sewage Treatment - Cogeneration Plant - NSW,0.249,23/10/2009
Bogong Hydro - VIC,147.6,5/10/2009
Liverpool Sewage Treatment - Cogeneration Plant - NSW,0.548,25/09/2009
Glenfield Sewage Treatment Plant - NSW,0.625,28/08/2009
Clements Gap Wind Farm - SA,56.7,14/08/2009
Parangana Mini Hydro - TAS,0.78,7/08/2009
Wollongong Sewage Treatment Plant - NSW,0.625,4/08/2009
Capital Wind Farm - NSW,140.7,8/07/2009
Crowne Plaza Alice Springs Solar - NT,0.304,18/06/2009
Cullerin Range Wind Farm - NSW,30,15/06/2009
Summer Hill (Wallsend) LFG - NSW,2.2,11/05/2009
Cosgrove LFG - Vic,0.78,30/04/2009
Hallett 2 Wind Farm - SA,71.4,27/04/2009
Bondi Sewage Treatment Cogeneration Plant - NSW,1.415,24/04/2009
Macarthur Resource Recovery Park - Biomass based components of MSW-NSW,2.8,23/03/2009
Waubra Wind Farm - VIC,192,10/03/2009
Shepparton One Sewage Gas - VIC,1.1,20/02/2009
King Island Solar - TAS,0.094,18/11/2008
Sassafras Wind Turbine - TAS,0.225,30/09/2008
Woy Woy LFG - NSW,1.064,1/08/2008
Belgrave-Hallam Rd Micro Hydro,0.25,28/07/2008
Ti Tree LFG Willowbank - QLD,11,24/07/2008
Eaglehawk - LFG - VIC,0.5,16/07/2008
Kalbarri Wind Farm - WA,1.6,19/06/2008
Kincumber LFG - NSW,1.064,1/06/2008
Eastern Creek 2 LFG - NSW,6.738,5/03/2008
Meander Dam Mini-Hydro - TAS,2,10/02/2008
Derby Mini Hydro - TAS,1.15,8/02/2008
Woodlawn Bioreactor LFG - NSW,7.465,7/02/2008
Smythesdale LFG - VIC,1.578,8/01/2008
Elgo Longwood Wind Farm - VIC,0.15,2/01/2008
NthHead Sewage Treatment Plant,2.439,1/01/2008
Snowtown Wind Farm - SA,100.8,24/12/2007
Sleeman Sports Centre LFG QLD,0.77,4/12/2007
Coral Bay Wind - WA,0.6,17/08/2007
Glenorie Solar - NSW,0.0015,9/08/2007
Lake Bonney Wind Farm Stage 2,159,2/07/2007
Hallett Wind Farm SA,92.4,14/05/2007
Kalgoorlie Biodiesel,63,1/03/2007
Tatura Sewage Gas VIC,1.1,21/02/2007
Paradise Dam Mini Hydro,2.79,19/02/2007
Awaba - LFG - NSW,0.85,16/02/2007
Rocky Point Sugar Mill,30,13/02/2007
Jindabyne Dam Mini Hydro,1.1,12/02/2007
Hampton Park - LFG - VIC,8.984,9/02/2007
Woolnorth Studland Bay,75,30/01/2007
Big River Timbers ww Grafton,0.45,24/01/2007
Mount Barker Springs PV - SA,0.0018,19/01/2007
Mowbray - LFG - TAS,1.123,9/01/2007
Yambuk Wind Farm,30,1/01/2007
Grange Avenue Power Station,1.25,10/11/2006
Tahune Woodgas-WW-TAS,0.04,1/09/2006
Emu Downs Wind Farm - WA,104.75,21/07/2006
Craig Walters PV - VIC,0.0044,28/06/2006
Glenorchy LFG - TAS,1.688,22/06/2006
Wollert-Landfill Gas (LFG)-VIC,7.861,15/05/2006
Wyangala B Hydro,4.5,1/05/2006
Stotts Creek - Landfill Gas (LFG) - NSW,0.37,18/04/2006
Henderson/Wattleup Landfill Gas (LFG) - WA,3.195,10/04/2006
Lajamanu Sun Farm - NT,0.288,1/04/2006
McRobies Road - Landfill Gas (LFG) - Hobart - TAS,1.064,17/03/2006
Transpacific LFG - Truganina VIC,8.92,2/02/2006
Kings Creek Hotel Wind Turbine,0.095,1/12/2005
Yuendumu Sun Farm - NT,0.24,1/12/2005
Mt Millar Wind Farm,70,1/12/2005
Banimboola Hydro,12.85,23/11/2005
Daly Waters Biodiesel,0.13,14/11/2005
Atlas WA LFG,0.78,14/11/2005
Wonthaggi Wind Farm,12,14/11/2005
Pemberton Hydro,0.13,12/09/2005
Shoal Bay LFG - NT,1.1,8/08/2005
Eastern Creek UR-3R,2,1/08/2005
Carnarvon Solar Farm,0.0764,28/07/2005
Macquarie Point Waste Water Treatment Plant,0.142,25/07/2005
Alinta Wind Farm,89.1,15/07/2005
Hinze Dam Hydro,0.055,7/06/2005
Elanora Waste Water Treatment Plant,0.23,7/06/2005
Gladstone Power Station,0,6/05/2005
Hazelwood,0,4/05/2005
Hermannsburg Sun Farm,0.192,30/04/2005
Bremer Bay Wind,0.6,30/04/2005
Cathedral Rocks Wind Farm,66,29/04/2005
South Cardup WA LFG,1.912,21/04/2005
Kings Canyon Solar - NT,0.2251,18/04/2005
Wattle Point Wind farm,90.75,13/03/2005
Myalben Photovoltaic,0.0023,1/01/2005
Mt Gambier,8,1/01/2005
Canunda Wind Farm,46,3/11/2004
Rochedale LFG,7.713,29/10/2004
Roghan Road LFG,1.15,12/08/2004
Lake Bonney Wind Farm Stage 1,80.5,24/07/2004
Whitwood Road LFG,0.635,9/07/2004
Tinaroo Hydro,1.6,9/05/2004
Ray Ede Wind and Solar,0.0064,28/04/2004
Hopetoun Wind Turbine,1.2,18/03/2004
Kogarah Town Square PV,0.0184,18/02/2004
Moorooduc Wind Farm,0.02,12/02/2004
Toonumbar Mini Hydro,0.065,6/02/2004
Millars Road LFG,4.211,2/12/2003
Tamala Park,5,1/12/2003
Charles IFE P/L,0.21,24/11/2003
Oxley Creek Cogeneration Plant,1.4,11/11/2003
Kelvin Road LFG,1.045,3/11/2003
Citipower Energy Park,0.0132,25/07/2003
Suncoast Gold Macadamias,1.5,20/06/2003
Mulgrave Mill,10.25,10/06/2003
Mourilyan Sugar Mill,6.25,21/05/2003
Esperance 9 Mile Beach Wind Farm,3.6,9/04/2003
Mawson,0.775,7/04/2003
The Drop,2.5,18/02/2003
Bulman Solar,0.0563,17/02/2003
Wilpena Pound,0.1,16/01/2003
Starfish Hill Wind Farm,33,3/01/2003
Challicum Hills Wind Farm,52.5,13/12/2002
Queen Victoria Market,0.1992,29/11/2002
Wivenhoe Hydro,4.7,6/11/2002
Stapylton LFG,3.38,18/10/2002
Yellow Rock,0.004,9/10/2002
Pine Bluff Campus,0.021,8/10/2002
Dungog Mini Hydro,0.13,12/08/2002
Reedy Creek,0.505,6/08/2002
Suntown Landfill Power Station,1.77,6/08/2002
Earthpower Technologies Sydney,3.9,12/07/2002
Bingera Sugar Mill,5,1/07/2002
Mossman Mill,9,13/06/2002
Mornington Landfill,0.789,4/06/2002
Wyndham Landfill,5.794,4/06/2002
Toora Wind Farm,21,28/05/2002
Millaquin Sugar Mill,10,20/05/2002
Mt Piper Power Station,0,16/05/2002
Brooklyn LFG Power Plant,2.95,15/05/2002
Eastern Creek LFG Power Plant,5.04,15/05/2002
Stapylton,0.77,10/05/2002
Woolnorth Wind Farm,64.75,9/05/2002
Rufusredtail,0.0014,26/04/2002
Condong Sugar Mill,33,26/04/2002
Broadwater Mill,38,26/04/2002
CJ Ord River Power Plant,6,15/04/2002
Exmouth Advanced Mini Wind Farm,0.06,10/04/2002
Esperance 10 mile Lagoon Wind Farm,2.025,10/04/2002
Molendinar Landfill,0.505,9/04/2002
Muja,0,2/04/2002
Stromlo - Hydro - ACT,0.63,26/03/2002
West Nowra Landfill Gas,1.019,14/02/2002
Maryvale Mill,55,31/01/2002
Queanbeyan Solar Farm,0.0554,25/01/2002
Cronulla Sewage Treatment Plant,0.835,23/01/2002
Oaky Hydro,4.8,4/01/2002
Nymboida Hydro,6,4/01/2002
Woodman Point Energy Recovery,2,14/12/2001
Illawarra Water Filtration Plant,6.5,11/12/2001
Vales Point,0,26/10/2001
Lavina June,0.0014,25/10/2001
Proserpine Sugar Mill,19,24/10/2001
Yarrawonga Power Station,9.45,4/10/2001
Rufftuff,1.49,28/09/2001
Victoria Mill,24,25/09/2001
Pioneer Mill,67.7,25/09/2001
Noranda Primary School,0.0029,24/09/2001
Visy Pulp and Paper,37.2,17/09/2001
Fosterville Test Facility,0.024,7/09/2001
Hampton Wind Park,1.32,7/09/2001
Glenbawn,5.5,22/08/2001
Burrendong,19,22/08/2001
Copeton,20,22/08/2001
Foreshore Power Station,0.0065,20/08/2001
Malabar Sewage Treatment Plant,3.235,7/08/2001
Harwood Mill,4.5,2/08/2001
Babinda Sugar Mill,6,4/07/2001
Pindari Hydro-Electric Power Station,5.4,27/06/2001
Canningvale,1.2,25/06/2001
South Johnstone Sugar Mill,19.3,22/06/2001
Thursday Island,0.45,20/06/2001
Eildon Power Station,135,20/06/2001
Dartmouth,150,20/06/2001
Solaris,0.0014,18/06/2001
Wallerawang Power Station,0,14/06/2001
Macknade Mill,8,13/06/2001
Inkerman Mill,12.4,8/06/2001
Plane Creek Mill,14.8,8/06/2001
Western Plains Zoo Solar System,0.0499,5/06/2001
Maryborough Sugar Factory,7.5,5/06/2001
Kalamia Mill,9,31/05/2001
Jacks Gully,2.3,25/05/2001
Codrington Wind Farm,18.2,24/05/2001
Invicta Mill,50.5,22/05/2001
Tully Sugar Mill,21.4,3/05/2001
Rooftop PV,0.0014,27/04/2001
Landers Shute HydroElectric,0.308,26/04/2001
Tableland Mill,24,26/04/2001
Kalamunda Power Station,2,23/04/2001
Red Hill Power Station,4,23/04/2001
Rooftop PV,0.0014,20/04/2001
Isis Central Sugar Mill,34.2,17/04/2001
Rooftop PV,0.0016,4/04/2001
Chichester Dam,0.11,3/04/2001
Werribee,9.934,3/04/2001
Marian Mill,18,3/04/2001
Bayswater Power Station,0,1/04/2001
Liddell Power Station,2000,1/04/2001
Rooftop PV,0,1/04/2001
Go 100% Renewable Generation,0.0015,1/04/2001
Rooftop PV,0.0029,1/04/2001
Caboolture Region Environment Education Centre,0.0049,1/04/2001
Homebush Photovoltaic Power Station,0.0112,1/04/2001
Sydney Superdome Photovoltaic,0.07,1/04/2001
Mount St John,0.125,1/04/2001
Cleveland Bay,0.125,1/04/2001
Singleton Photovoltaic Power Station,0.407,1/04/2001
Kooragang Island Wind Turbine,0.6,1/04/2001
Belconnen LFG Power Plant,1,1/04/2001
Belrose LFG Power Plant,1,1/04/2001
Tea Tree Gully LFG Power Plant,1,1/04/2001
Highbury LFG Power Plant,1,1/04/2001
Corio LFG Power Plant,1,1/04/2001
Denham,1.02,1/04/2001
Lake William Hovell Hydro-Electric Power Station,1.55,1/04/2001
Tods Corner,1.6,1/04/2001
Cairn Curran,2,1/04/2001
Wellington,2,1/04/2001
Browns Plains LFG Power Plant,2.18,1/04/2001
Huxley Hill,2.45,1/04/2001
Pedler Creek LFG Power Plant,3,1/04/2001
Somerset Dam Q,3.2,1/04/2001
Lake Glenmaggie Hydro-Electric Power Station,3.8,1/04/2001
Mugga Lane LFG Power Plant,4.12,1/04/2001
Eildon Pondage Hydro,4.5,1/04/2001
Crookwell Wind Farm,4.8,1/04/2001
Brown Mountain Power Station,4.95,1/04/2001
Berwick LFG Power Plant,5.18,1/04/2001
Broadmeadows LFG Power Plant,5.905,1/04/2001
Koombooloomba,7,1/04/2001
Keepit Power Station,7.2,1/04/2001
Wingfield I & II LFG Power Plant,8.16,1/04/2001
Lake Margaret,8.4,1/04/2001
Blayney Wind Farm,9.9,1/04/2001
Pleystowe Mill,10.1,1/04/2001
Rowallan,10.45,1/04/2001
Farleigh Mill,11.5,1/04/2001
Windy Hill,12,1/04/2001
Rubicon System,13.55,1/04/2001
Butlers Gorge,14.4,1/04/2001
Springvale & Clayton LFG Power Plant,16.23,1/04/2001
Cluny,17,1/04/2001
Wyangala,18,1/04/2001
Albany,21.6,1/04/2001
Lucas Heights I & II LFG Power Plant,21.92,1/04/2001
Clover,24,1/04/2001
Burrinjuck Power Station,27.2,1/04/2001
Repulse,28,1/04/2001
Paloona,28,1/04/2001
Ord River Hydro Electric Power,30,1/04/2001
Wilmot,30.6,1/04/2001
Lake Echo,32.4,1/04/2001
Wayatinah,38.3,1/04/2001
Meadowbank,40,1/04/2001
Fisher,43.2,1/04/2001
Catagunya,48,1/04/2001
Racecourse Mill,48.5,1/04/2001
Warragamba Power Station,50,1/04/2001
Lemonthyme,51,1/04/2001
Hume Power Station,58,1/04/2001
Barron Gorge,60,1/04/2001
West Kiewa,62,1/04/2001
Devils Gate,63.5,1/04/2001
Guthega,65,1/04/2001
Bastyan,79.9,1/04/2001
Mackintosh,79.9,1/04/2001
Blowering,80,1/04/2001
Tribute,82.8,1/04/2001
Trevallyn,83.6,1/04/2001
Cethana,85,1/04/2001
Kareeya,86.4,1/04/2001
Liapootah,87.3,1/04/2001
Tarraleah,90,1/04/2001
Tungatinah,125,1/04/2001
John Butters,144,1/04/2001
McKay Creek,160,1/04/2001
Reece,231.2,1/04/2001
Tumut 2,286.4,1/04/2001
Poatina,327,1/04/2001
Tumut 1,329.6,1/04/2001
Gordon,432,1/04/2001
Swanbank,480,1/04/2001
Murray 2,625,1/04/2001
Murray 1,950,1/04/2001
Tumut 3,1750,1/04/2001
